school_id,cn_name,en_name,tags,faculty,school,category,entry_month,duration,tuition,interview,objectives,apply_requirements,language_requirements,analysis,curriculum,url
,应用经济学和计量经济学硕士,MS in Applied Economics and Econometrics,"商科, 经济",,南加州大学,经济,STEM,春季/秋季,1-2年,无,无,"至少一年微积分和一学期统计,强烈建议中级微观经济学和中级宏观经济学课程",雅思: 90; 托福: 6.5,南加州大学的经济学实力处于全美前列，各学科的研究水平亦为国际学术界所认可。在经济论文研究网（RESEARCH PAPERS IN ECONOMICS，REPEC）的排名中，南加州大学的经济学系排在全美第8位。南加州大学经济学系拥有培养优秀研究生悠久传统。课程设置：课程（Master of Science in Applied Economics and Econometrics）开设于20春季，替代了之前的经济学文学硕士、且为STEM课程。AEE项目旨在提供经济学基本工具及解决实际问题方面的能力。课程设置结合数学和统计分析方法从而对经济现象和问题进行系统研究。南加州大学应用经济学和计量经济学理学硕士包含8门4学分的课程，学生通常可在一年半内修完。然而，有学生也可在一年内修完，学生秋季入读，次年夏季结束课程，主要取决于学生所选的分支方向；课程提供经济学领域的6大分支，大数据经济学、金融经济学、经济政策与发展、卫生经济学、经济咨询(该分支的学生毕业后通常就职于顶级咨询公司，所接受的培训也非常适合申请博士项目继续深造)和行为经济学(优秀研究生有机会获得在洛杉矶行为经济学实验室(LABEL)从事NIH和NSF资助的经济学与神经经济学项目的机会)。学生可选择固定分支课程，为进入心仪行业及领域提前做好准备。经济学部门与其他院系，特别是南加大Marshall商学院与Price公共政策学院有着密切的联系，为学生提供了更多的选修课程，并提供了跨学科的人际关系网络和社交机会。就业方面：经济咨询或“大数据”分析领域；亦可进入国际组织（世界银行和国际货币基金组织等）；亦或申请经济学博士学位课程。录取方面：建议学生修读过宏/微观/计量以及具有扎实的数学背景。,未找到课程设置,https://dornsife.usc.edu/econ/ms-aee/
,应用金融硕士,MS in Applied Finance,"商科, 金融",,乔治华盛顿大学,金融,STEM,春季/秋季,1年,无,无,"高等数学（6学分;微积分必须3学分）
微观经济学 （3学分）
宏观经济学 （3学分）
财务会计 （3学分）
管理金融 （3学分）
统计学 （3学分）",雅思: 80; 托福: 6,无,未找到课程设置,https://business.gwu.edu/academics/programs/masters/ms-in-applied-finance
,南亚研究文学硕士,MA in South Asian Studies,"社科, 文化",,哥伦比亚大学,文化,秋季,一年,"64,726美元",无,无,无,雅思: 100; 托福: 7.5,无,未找到课程设置,https://sai.columbia.edu/content/ma-program-south-asia-studies
,教学和教师领导力,Master's in Teaching and Teacher Leadership,"社科, 教育",,哈佛大学,教育,秋季,1年,"57,246美元",无,无,不能同一年申请多个教育学院项目,雅思: 104; 托福: 7.5,无,未找到课程设置,https://www.gse.harvard.edu/masters/programs/ttl
,电气与计算机工程理学硕士,MS in Electrical & Computer Engineering,"工科, 电气电子",,威斯康星大学麦迪逊分校,电气电子,STEM,秋季,16个月,无,无,拥有认可机构的电气或计算机工程理学学士学位，但也会考虑工程、计算机科学、物理学或相关学科的学士学位。,雅思: 92; 托福: 7,"课程设置： 威斯康星大学麦迪逊分校的电气与计算机工程硕士项目提供三种不同的学位选项，以满足不同学生的需求：研究型Research：传统的两年制硕士项目，最终以论文或研究项目结束；专业型Professional：加速的课程型硕士项目，学生可以选择专业领域；机器学习和信号处理Machine Learning and Signal Processing：加速的课程型硕士项目，专为机器学习和信号处理领域设计。该项目要求学生完成至少30学分的课程学习，具体的课程要求和政策信息根据不同的学位选项有所不同。 就业方面：wisc提供丰富的职业发展资源，帮助学生在学术和职业生涯中取得成功。工程职业服务（Engineering Career Services, ECS）每学期举办多次职业博览会，学生可以直接与潜在雇主互动、安排面试，并寻找实习和全职工作。ECS还维护职位列表，并每学期举办各种职业发展研讨会。电气与计算机工程系（ECE Department）全年高频率提供各种机会让学生参加各种讲座、研讨会和培训。ECE研究生协会（ECE Graduate Student Association, GSA）为同学们组织职业发展机会。 录取方面：对中国学生友好，size 100+，学术氛围浓郁，读博友好。",未找到课程设置,https://engineering.wisc.edu/programs/degrees/electrical-and-computer-engineering-research-ms/
,经济与数据科学理学硕士,MS in Economics and Data Science,"商科, 经济",,南加州大学,经济,STEM,秋季,32学分,无,无,申请人必须完成一年的微积分、一门统计学课程以及微观经济学和宏观经济学入门课程；优先考虑拥有中级经济学课程背景的申请者,雅思: 90; 托福: 6.5,经济学与数据科学理学硕士 （MECDS） 是南加州大学Dornsife文理学院和南加州大学Viterbi工程学院联合开设的硕士课程。此专业为STEM专业。该课程将核心经济理论和计量经济学方法与数据科学计算技能相结合，包括分布式数据系统、机器学习和大规模数据处理。MECDS专业使学生能够运用现代实证技术并利用现有的大型数据集，对公共、私营和非营利部门开展复杂的经济分析。同时，更为重要的是，MECDS专业为新生代的数据科学家提供了经济学的分析能力，以提出有意义的问题、设计有效的研究策略，以及解读和传达研究结果。,未找到课程设置,https://dornsife.usc.edu/mecds/
,金融硕士,MS in Finance,"商科, 金融",,乔治华盛顿大学,金融,STEM,春季/秋季,12或24个月,无,无,"修过以下课程且取得相应学分：高等数学（6学分,其中3个学分必须是微积分）,微观经济学（3学分,宏观经济学（3学分、财务会计（3学分）,管理财务（3学分）统计（3学分）",雅思: 100; 托福: 7,"乔治华盛顿大学是美国老牌名校，培养了数以万计的商政界人才，GWU综排也在全美前50，商学院排名全美第36名，经AACSB认证。GWU的MSF项目开设于1993年，是美国最早开设的MSF项目之一，GWU的MSF项目旨在培养具备一流金融实务知识和能力的复合型国际金融人才。

课程设置：MSF项目课程侧重金融届所需的实际技能和知识，共12门课，48个学分，涵盖风险管理、金融工程、银行、公司金融、投资组合分析和管理等内容，注重将定量和计算机技能与金融理论和应用相结合。GWU的MSF项目以培养实战人才著称，课程设置包括了一个summer session。教学设施先进，有MSF专用计算机实验室，配备最新的金融数据库和软件，24小时开放。

就业方面：GWU MSF毕业生就业前景广阔，众多毕业生就职于高盛、美林等知名投行及世界银行、国际货币组织等国际金融机构。

录取方面：项目录取学生的平均GPA高于3.3，对国际学生友好（占77%）。",未找到课程设置,https://business.gwu.edu/academics/programs/specialized-masters/ms-finance
,教育学硕士,Master's Programs in Education,"社科, 教育",,哈佛大学,教育,秋季,1年,54768美元,无,无,无,雅思: 104; 托福: 7.5,无,未找到课程设置,https://www.gse.harvard.edu/masters/residential-program
,教育传播学硕士,MA in Communication and Education,"社科, 媒体与传播",,哥伦比亚大学,媒体与传播,STEM,秋季,32 学分,无,无,无,雅思: 100; 托福: 7,"课程设置：哥伦比亚大学传媒与教育项目侧重用社科方法（ps:社科不是纯文科!）包括定性和定量的方法去解读和应用如何应用传播学理论和新媒体方法去影响文化传播和更好的实现教育传播。MA 是32个学分+一个integrative project，Ed.M. degree 是60个学分（2年制），Ed.M的课程设置多了一些Research Methods and Design的课程。课程自由度还是可以的，想偏communication 还是偏education可以自己individual design. 通俗来说，教育就是传播知识，大众传媒也是文化传播的重要途径。顺应时代发展，现在在线教育就依赖新媒体工具科技等等。

就业方面：毕业生的职业去向也没有局限在教育领域，传媒也完全可。

申请方面：主要注意文书匹配度吧，不要随随便便用传媒的文书来申，绝不是只看硬件的。",未找到课程设置,https://www.tc.columbia.edu/mathematics-science-and-technology/communication-media-and-learning-technologies-design/degrees--requirements/communication-and-education-ma/
,教育文学硕士,MA in Education,"社科, 教育",,加州大学圣塔芭芭拉分校,教育,秋季,2-3年,11442美元/季度,无,无,GPA3.0以上,雅思: 80; 托福: 7,"加州大学圣塔芭芭拉分校Gevirtz教育研究生院(GGSE)下的教育系致力于为大学、教育机构等培养教育研究人员、教师和教育领导者。其下提供了M.A. in Education, 时长2-3年，包括了Research Master’s和Professional Master’s导向，主要是选课上的区别，研究型的需要完成3节研究方法学的课程，就业导向型的只需要完成1节研究方法概论。一共7个细分的研究方向：文化和发展; 语言和读写能力; 学习、文化与科技研究; 政策、领导与研究方法; 科学与数学教育; 特殊教育、残疾和风险研究; 教师教育和专业发展。  

录取方面：Writing sample是optional 的。size很小，每年录取20-30个人左右。",未找到课程设置,https://www.graddiv.ucsb.edu/graduate-programs/departments/education
,会计硕士,Master of Accounting,"商科, 会计",,南加州大学,会计,STEM,夏季/秋季,9或12个月,无,无,夏季申请者（没有会计本科学位的申请者和所有从美国以外获得学位的申请者）需要财务会计概论、微观或宏观经济学、统计、公司财务的先修课。秋季申请者（拥有或将拥有会计本科学位的申请者）需要财务会计概论、微观或宏观经济学、统计、公司财务、中级会计学、成本或管理会计、审计/保证、高级会计学、公司财务、美国联邦或公司税的先修课。,雅思: 90; 托福: 7.5,"USC是一个传统的会计强校，最明显的表现就是会计有一个专门的Levethal School of Accounting，而非department。

课程设置：USC MAcc项目被TFE Times 评为全美会计No.1的研究生项目，为期1年，20fall 开始是STEM专业了。项目针对非美本会计的学生，提供了一个summer intensive program来帮大家熟悉美国的会计体系。

就业方面：疫情下，项目整体就业率在毕业当下（而非通常的3个月/6个月内）就高达90%，其中国际生就业率也达到60%，是非常漂亮的就业数据了。

录取方面：MACC项目国际生比例并不高（最新一届因为COVID-19的影响，是11%，往年在17%左右），主要招收本科会计背景的同学（70%），对托福要求比较高（108）, 需要进行面试。",未找到课程设置,https://www.marshall.usc.edu/programs/graduate-programs/accounting-masters/master-of-accounting
