ID,中文名称,英文名称,标签,所属院校,专业方向,入学时间,项目时长,项目学费,项目规模,就业比例,面试形式,培养目标,申请要求,语言要求,顾问解析,课程设置,申请时间,项目链接,项目官网,排名,学校类型,是否STEM
71826,机械工程工学硕士,M.Eng. in Mechanical Engineering,"工科, 机械工程",加州大学伯克利分校,机械工程,秋季,1年,68000美元/年,无,无,无,无,无,无,"<p>加州大学伯克利分校工程学院机械工程系硕士项目分为MS和ME两种，开设的专业方向有：先进能源技术、体验式高级控制系统设计、物理过程与系统仿真、建模、产品设计。一般来说，硕士项目分带毕业论文和不带毕业论文两种：带毕业论文项目要求修读20个学分，不带毕业论文项目需修读24个学分，每年接受的申请大概1,000份，仅开放150个名额，录取门槛高。
工科的申请中，UC系统中的学校Berkeley和UCLA均是具有相当大的申请难度的学校，就Berkeley来说，成功的申请者的GRE成绩多数都高于90%，TOEFL要求：90分最低，建议最少100，IELTS要求：7.0，需要提供GRE且数学大于90%。</p>",无,无,https://www.compassedu.hk/majr_71826,无,,"工科, 机械工程, 公立常春藤, 美国大学协会",是
71759,生物工程理学硕士,MS in Bioengineering,"工科, 生物工程",加州大学圣地亚哥分校,生物工程,秋季,3-6quarters,10962.17美元/quarter,无,无,无,无,无,无,<p>加州大学圣地亚哥分校生物工程系研究生阶段开设有生物工程硕士（M.Eng.）：为期1年，就业导向，旨在为医疗和生物工程行业培养更多的设计与项目工程师。主要面向当今技术和专业需要提升的工程师，或对工程设计，开发，制造与管理感兴趣的学生。不需要撰写毕业论文。生物工程硕士（MS）：旨在扩大和拓宽学生的本科背景，使毕业生具备生物工程的前沿知识。提供了thesis option，有利于学生后续继续申请/攻读博士学位。项目将课程与创新研究相结合。 </p>,无,无,https://www.compassedu.hk/majr_71759,无,,"工科, 生物工程, 环太平洋大学联盟, 国际公立大学论坛, 美国大学协会, 高潜力人才签证计划",是
74066,商业研究硕士,MS in Business Research,"商科, 其他商科",密歇根州立大学,其他商科,秋季,30学分,无,无,无,无,无,1. 具有学士学位及卓越的学习成绩；2. 在GMAT或GRE中取得优异成绩；3. 对学术研究感兴趣,无,无,无,无,https://www.compassedu.hk/majr_74066,无,,"商科, 其他商科, 公立常春藤, 十大联盟, 美国大学协会",否
71676,教育学硕士,Master's in Education,"社科, 教育",加州大学伯克利分校,教育,秋季,1年,19345.25美元/学期,无,无,无,无,本科GPA3.0以上,无,"<p>加州大学伯克利分校MA in Education时长1年，课程自由度很高，为学生提供了不同的细分方向的选择（SOP里需要写），完全可以根据自己感兴趣的研究领域和职业方向进行修课。大致包括：Critical Studies of Race, Class, and Gender； Cultural Studies of Sport in Education；Early Education Leadership；Learning and Data Science；Evaluation and Measurement。</p><p>

录取方面：每年录取25-30人左右</p>",无,无,https://www.compassedu.hk/majr_71676,无,,"社科, 教育, 公立常春藤, 美国大学协会",是
73787,系统工程理学硕士,MS in Systems Engineering,"工科, 工程管理",波士顿大学,工程管理,STEM,秋季/春季,1年,无,无,无,无,相关专业，GPA3.0以上,无,无,无,无,https://www.compassedu.hk/majr_73787,无,,"工科, 工程管理, 美国大学协会",是
73531,医疗健康管理硕士,MPH in Health Care Management,"社科, 公共卫生",耶鲁大学,公共卫生,秋季,2年,"51,895美元/年",无,无,无,无,申请人必须具备文学学士或理学学士学位或外国同等学历,无,无,无,无,https://www.compassedu.hk/majr_73531,无,,"社科, 公共卫生, 常春藤联盟, 美国大学协会, 全球大学校长论坛",是
72801,中国经济与政治事务硕士,Master of Chinese Economic and Political Affairs,"社科, 国际关系",加州大学圣地亚哥分校,国际关系,秋季,两年,"44,240.99美元",无,无,无,无,GPA3.0及以上。,无,无,无,无,https://www.compassedu.hk/majr_72801,无,,"社科, 国际关系, 环太平洋大学联盟, 国际公立大学论坛, 美国大学协会, 高潜力人才签证计划",否
73526,健康政策硕士,MPH in Health Policy,"社科, 公共卫生",耶鲁大学,公共卫生,秋季,2年,"51,895美元/年",无,无,无,无,申请人必须具备文学学士或理学学士学位或外国同等学历,无,无,无,无,https://www.compassedu.hk/majr_73526,无,,"社科, 公共卫生, 常春藤联盟, 美国大学协会, 全球大学校长论坛",是
74045,数据科学硕士,MS in Data Science,"理科, 数据科学",密歇根州立大学,数据科学,STEM,秋季,30学分,无,无,无,无,GPA最低3.0；拥有相关四年制学士学位；通过工作或其他相关经验展示足够的准备,无,无,无,无,https://www.compassedu.hk/majr_74045,无,,"理科, 数据科学, 公立常春藤, 十大联盟, 美国大学协会",是
71887,材料科学与工程工学硕士,M.Eng. in Material Science and Engineering,"工科, 材料",加州大学伯克利分校,材料,秋季,9个月,31195.25美元/学期,无,无,无,无,每学期只能申请1个项目。申请必须在截止日期当天太平洋标准时间晚上 8:59 之前提交。GPA3.0以上,无,<p>加州大学伯克利分校材料科学与工程系开设有材料科学工程硕士（M.Eng in Materials Science & Engineering）：为期9个月，以就业导向为主，是专业硕士项目。项目提供了不同的细分方面：生物材料，高级结构材料，光电材料，化学材料，材料计算等。伯克利MEng项目的特色在于：除了材料科学与工程方面的专业知识和技能，还注重培养学生的软实力，包括但不限于：领导力、市场营销、金融和管理等技能，从而培养成懂技术的管理者。项目包括了一个capstone project，学生可以获得实践经验。</p>,无,无,https://www.compassedu.hk/majr_71887,无,,"工科, 材料, 公立常春藤, 美国大学协会",是
71954,土木环境与大地测量工程理学硕士,"M.S. in Civil, Environmental, and Geodetic Engineering","工科, 环境工程",俄亥俄州立大学,环境工程,秋季,30-33学分,38376美元/年,无,无,无,无,GPA低于 3.0需提交GRE,无,无,无,无,https://www.compassedu.hk/majr_71954,无,,"工科, 环境工程, 美国大学协会, 大十联盟",是
71985,结构工程理学硕士,MS Structural Engineering,"工科, 土木工程",加州大学圣地亚哥分校,土木工程,秋季,48学分,10962.17美元/quarter,无,无,无,无,GPA 至少3.0,无,<p>加州大学圣地亚哥分校（UCSD）的工学院下设有结构工程系（Structural Engineering Department），这是全球唯一以“结构”领域为主要研究方向的大学系部。该系旨在培养跨领域的结构工程人才，不仅关注传统的土木结构，如桥梁、坝体、房屋等大型结构设备，还涵盖了更广泛的结构物体，例如3D打印的人造结构、无人机机体的设计等。</p><p>课程设置：结构工程理学硕士（M.S. in Structural Engineering）项目要求学生修满48学分方可毕业。学生可以选择两种修读方式：Comprehensive Examination（综合考试）或Thesis Plan（论文计划）。无论选择哪个方式，学生都需要从结构分析、计算力学、岩土工程等多个focus areas中任选1-2个进行深造。每位学生入学后将被分配一名Faculty Mentor（导师），该导师将帮助学生制定学术计划并解答他们可能遇到的任何问题。</p><p>研究资源：UCSD的结构工程系拥有专门设计的实验室，包括世界著名的鲍威尔结构研究实验室（Powell Structural Research Laboratories），为学生提供独特的教育和研究机会。鲍威尔实验室配备最先进的计算机控制设备，可以测试从桥梁和建筑物、船体和甲板结构到飞机机翼和结构系统的全尺寸结构系统。</p><p>此外，UCSD的结构工程系与土木工程、航空航天和海洋工程界均有着密切的工业联系。该项目还通过与UCSD Scripps海洋研究所、加州太空研究所、圣地亚哥超算中心和Los Alamos国家实验室（LANL）的密切合作而得到进一步的支持。这些合作与鲍威尔结构研究实验室相结合，为研究生和教师提供了独特的研究环境。</p>,无,无,https://www.compassedu.hk/majr_71985,无,,"工科, 土木工程, 环太平洋大学联盟, 国际公立大学论坛, 美国大学协会, 高潜力人才签证计划",是
73528,社会和行为科学硕士,MPH in Social and Behavioral Science,"社科, 公共卫生",耶鲁大学,公共卫生,秋季,2年,"51,895美元/年",无,无,无,无,申请人必须具备文学学士或理学学士学位或外国同等学历,无,无,无,无,https://www.compassedu.hk/majr_73528,无,,"社科, 公共卫生, 常春藤联盟, 美国大学协会, 全球大学校长论坛",否
74048,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_74048,无,,,否
74289,城市规划硕士,Master of City Planning,"社科, 建筑",加州大学伯克利分校,建筑,秋季,2年,21181.25美元,无,无,无,无,"1.GPA 3.0/4.0
2.本科阶段需要有足够的实践经验",无,无,无,无,https://www.compassedu.hk/majr_74289,无,,"社科, 建筑, 公立常春藤, 美国大学协会",否
73067,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_73067,无,,,否
73085,国际事务硕士,Master of International Affairs (MIA),"社科, 公共政策与事务",加州大学圣地亚哥分校,公共政策与事务,秋季,98学分,11700美元/年,无,无,真人单面,无,申请人必须从与加州大学具有同等地位的认可机构获得学士学位或同等学历，GPA3.0以上,无,"<p>UCSD 虽然是个STEM理工科学校，但 School of Global Pallcy and Strategy (GPS)学院也是专业领城很牛的存在，尤其是在做Pacific Region的Policy 和IR的research方面. MIA项目时长2年，98个学分，focusing on the Americas and Asia，专门研究太平洋地区的商业、政治、经济、发展和公共政策。项目以quant和data为特色，必修的data课只有两节，而且学生可以自由选择track（eco, politics,nonprofit,management,environment)。其实第一年跟 MPP 的课程差太不多：8节必修课 (economics,management,political science and quantitative methods training)选修课部分MIA让学生选一个career track 和一个regional specialization. 职业导向的track包括了 International Development and Nonprofit Management/International Economics/International Environmental Governance/International Management/International Politics.</p><p> </p><p>众所周知加州大学经费足，科研机会非常多。根据官方揭露，毕业生在公共、私人、非营利和多边组织中拥有成功的职业生涯，比较好的位置，包括圣地亚哥、旧金山、华盛顿特区、洛杉矶和纽约等地，雇主包括索尼、Qualcomm等大型企业。</p><p> </p><p>非常喜欢 political science 背景的学生。这个项目相比MPP招人更多一些，bar 也应该比mpp高。据就读学生来讲，GPS的chort比较大，MIA，MPP项目里美国人非常多。官方预计的项目 Size (95-100)会比 MPP(55-75)要大，但最终enroll的差不多都是 70-80。估计官方的typical size 是包括了 UCSD 本科生的five-year concurrent degree programs 的名额。申请时不限专业，托福不低于90（平均102）；平均GRE-Q: 71 percent, GRE-Verbal: 70 percent, GRE-A: 52 percent；雅思不低于7.0。</p>",无,无,https://www.compassedu.hk/majr_73085,无,,"社科, 公共政策与事务, 环太平洋大学联盟, 国际公立大学论坛, 美国大学协会, 高潜力人才签证计划",是
72843,全球政策硕士,MA in Global Policy,"社科, 公共政策与事务",波士顿大学,公共政策与事务,秋季/春季,1.5年,"61,050美元",无,无,无,无,GPA3.0及以上。,无,无,无,无,https://www.compassedu.hk/majr_72843,无,,"社科, 公共政策与事务, 美国大学协会",否
